,name,price,Гарантия ,Диагональ дисплея ,Разрешение дисплея ,Частота обновления ,Тип матрицы экрана ,Процессор ,Количество ядер процессора ,Серия процессора. ,Частота процессора ,Частота процессора (режим Turbo) ,Кэш-память ,Тип видеокарты ,Видеокарта ,Тип оперативной памяти ,Оперативная память ,Тип носителя данных ,Объем твердотельного накопителя SSD ,Типоразмер ,Интерфейс SSD ,Wi-Fi ,BlueTooth ,USB 3.0 ,Thunderbolt ,HDMI ,Аудио ,Разъемы ,Установленная ОС ,Сертификаты (звук) ,Встроенные динамики ,Замок Kensington ,Веб-камера ,Блок питания ,Цвет ,Линейка ,Вес ,Бренд,Покрытие экрана ,Чипсет ,Частота ,LAN ,USB 3.2 ,USB-Type-C / Thunderbolt (совмещенные) ,Звуковая система ,Встроенный микрофон ,Подсветка клавиатуры ,Прочее ,Привод ,USB-Type-C ,Макс. поддерживаемая память ,Сканер отпечатка пальца ,Аккумулятор ,Кол-во слотов памяти ,Язык раскладки клавиатуры ,Серия ,USB 2.0 ,Видеовыход ,Емкость аккумулятора ,Считыватель карт памяти ,Скорость вращения ,USB 3.1 ,Сенсорный экран ,Объем видеопамяти ,Время автономной работы ,Покрытие крышки дисплея ,Игровой ,Объем жесткого диска ,Стилус ,Размеры ,Емкость встроенной памяти eMMC ,Мобильная сеть ,Категория ,Express Card ,Компоновка памяти ,Внешний монитор ,Тип Wi-Fi ,ПО ,Материал и цвет palmrest ,Модель 
10,Ноутбук Lenovo IdeaPad 3 15IGL05 81WQ00JARK,37340 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Pentium Silver ,4 ,N5030 ,1.1 ГГц ,3.1 ГГц ,4 Mb ,Встроенная ,Intel UHD Graphics 605 ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",1xРазъем питания ,no OS (без операционной системы) ,Dolby Audio ,2 x 1.5 Вт ,,Есть ,,Серый ,,1700 г ,Lenovo ,Антибликовое ,Intel SoC Platform ,2400 MHz ,,2 ,,стереодинамики ,Встроенный массив микрофонов ,,Ш х Г х В   362.2 x 253.4 x 19.9 ,Нет ,,,,,,Русский ,,1 ,,,Есть ,,,,,,,,,,,,,,,,,,,,
11,Ноутбук Lenovo Yoga 7 16IAP7 82QG003HRU,137862 руб.,1 год ,16 дюйм ,2560х1600 ,,TFT IPS ,Intel Core i5 ,12 ,1240P ,1.7 ГГц ,4.4 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR5 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,2 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,,Dolby Atmos ,2 x 2 Вт ,,Есть ,,Серый ,,1980 г ,Lenovo ,Глянцевое ,Intel® SoC Platform ,4800 MHz ,,2 ,,стереодинамики ,Встроенный массив микрофонов ,,,Нет ,,,,,,,,,,,Есть ,,,Multi-touch ,,,,,,,,,,,,,,,,,
12,Ноутбук ASUS X1503ZA-L1232 90NB0WY1-M00NL0,84047 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,OLED ,Intel Core i5 ,12 ,12500H ,2.5 ГГц ,,18 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,,,,DOS / без ОС ,,,,Есть ,,Синий ,,1730 г ,ASUS ,Матовое ,,,,,,,,,,Нет ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Ноутбук ASUS P1512CEA-BQ0164 90NX05E1-M005X0,57793 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,,6 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,,,,DOS / без ОС ,,,Есть ,Есть ,,Серый ,,,ASUS ,Матовое ,,,,,,,,,,Нет ,,,,,,,"1,8 ",,,,,,,,,,,,,,,,,,,,,,,,
14,Ноутбук Lenovo Legion Pro 7 16IRX8H 82WQ0039RK,349990 руб.,2 года ,16 дюйм ,2560х1600 ,240 Гц ,TFT IPS ,Intel Core i9 ,24 ,13900HX ,3.9 ГГц ,5.4 ГГц ,,Дискретная ,Nvidia Geforce RTX 4090 ,DDR5 ,32 Gb ,SSD ,1000 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,1 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,Audio by Harman ,2 x 2 Вт ,,Есть ,330 Вт ,Серый ,Legion ,2800 г ,Lenovo ,Антибликовое ,Intel HM770 ,5600 MHz ,Gigabit Ethernet 10/100/1000 ,4 ,,,Встроенный аналоговый микрофон ,Есть ,Система охлаждения Legion Coldfront 5.0 ,,1 ,32 Gb ,,Li-Ion ,2 ,Русский ,,,,6600 mAh ,,,,,16 Gb ,"4,5 ч ",Анодированный алюминий ,Да ,,,,,,,,,,,,,
15,Ноутбук TCL BOOK 14 Go Skywriting B220G_Skywriting,20200 руб.,1 год ,14 дюйм ,1366x768 HD ,60 Гц ,TFT TN ,Qualcomm Snapdragon 7c Gen 1 ,8 ,,,,,Встроенная ,,DDR4 ,4 Gb ,SSD ,128 ГБ ,,,Есть ,Есть ,,,,,,Windows 11 Home ,,,,Есть ,,,,1280 г ,TCL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Ноутбук Lenovo Thinkbook 15 G2 20VE00LKEU,76057 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,4.1 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,1 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,1700 г ,Lenovo ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,стереодинамики ,,Есть ,,,1 ,,Есть ,3-Cell Li-Pol ,,Русский ,,,,,SD/SDHC/SDXC/MMC ,,,,,,Металл ,,,,,,,,,,,,,,
17,Ноутбук HP 255 G8 3V5F3EA,54990 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,AMD Ryzen 3 ,4 ,5300U ,2.6 ГГц ,,,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,,,1800 г ,HP ,,,,Gigabit Ethernet 10/100/1000 ,,,,,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Ноутбук MSI Raider GE66 12UHS-211 (QWERTZ) 9S7-154414-211,269000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i9 ,14 ,12900HK ,2.5 ГГц ,5 ГГц ,,Дискретная ,NVIDIA GeForce RTX 3080 Ti ,DDR5 ,32 Gb ,SSD ,2048 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,,Есть ,,Черный ,,2.38 г ,MSI ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,2 ,1 ,стереодинамики ,,Есть ,"Английская клавиатура с раскладкой QWERTZ
ОС Windows - немецкая
Ш х Г х В   358 x 267 x 23.4 ",Нет ,1 ,64 Gb ,,,2 ,,,,,,,,,,16 Gb ,,,,,,,,,,,,,,,,
19,Ноутбук ASUS M513UA-L1611W +bag 90NB0TP1-M005E0,76274 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,AMD Ryzen 5 ,6 ,5500U ,2.1 ГГц ,4 ГГц ,8 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,Черный ,,1800 г ,ASUS ,,,,,,,,,,"Размеры	35,98 x 23,53 x 1,86 см ",,1 ,,,,,,,2 ,,4200 mAh ,microSD ,,1 ,,,,,,,,,,,,,,,,,,
20,Ноутбук HP 15s-eq2042na 593J3EA,53389 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,AMD Ryzen 3 ,4 ,5300U ,2.6 ГГц ,3.8 ГГц ,4 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,,,,,Есть ,,Серый ,,1690 г ,HP ,,,3200 MHz ,,,,,,,,Нет ,,,,3-Cell Li-Ion ,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Ноутбук ASUS TUF FX506HEB-HN169 90NR0703-M04360,97610 руб.,,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i5 ,6 ,11400H ,2.7 ГГц ,4.5 ГГц ,,Дискретная ,NVIDIA GeForce RTX 3050 Ti ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,,,DOS / без ОС ,,,,Есть ,,,,,ASUS ,,,,,,,,,,,Нет ,1 ,,,,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
22,Ноутбук HIPER EXPERTBOOK MTL1577 9907LD39,65650 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,AMD Ryzen 5 ,6 ,5600U ,2.3 ГГц ,4.2 ГГц ,16 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,1 ,,,,,DOS / без ОС ,,,,Есть ,,Серебристый ,,1700 г ,HIPER ,Матовое ,,2666 MHz ,,,,стереодинамики ,,,,,2 ,,,,,,,,DisplayPort ,,,,1 ,,,,,,,,,,,,,,,,,,
23,Ноутбук ASUS VivoBook 16X M1603QA-MB254 90NB0Y82-M00FP0,71956 руб.,1 год ,16 дюйм ,1920х1200 ,60 Гц ,TFT IPS ,AMD Ryzen 7 ,8 ,5800H ,3.2 ГГц ,,,Встроенная ,AMD Radeon RX Vega 7 ,DDR4 ,16 Gb ,SSD ,1000 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Transparent Silver ,,1900 г ,ASUS ,Антибликовое ,,,,2 ,,,,,,Нет ,1 ,,,Li-Ion ,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
24,Ноутбук Apple MacBook Air Z1240002B,133000 руб.,,16 дюйм ,3456х2234 ,120 Гц ,,Apple M1 Max ,10 ,,,,,,,DDR4 ,,SSD ,1024 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,3 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,MAC OS ,,2 x 2 Вт ,,Есть ,,Серый ,,2170 г ,Apple ,Глянцевое ,Apple SoC ,,,,,,Встроенный аналоговый микрофон ,Есть ,,Нет ,,32 Gb ,Есть ,Li-Pol ,,,,,,,,,,,16 Gb ,до 14 ч ,,,,,,,,,,,,,,,
25,Ноутбук HIPER EXPERTBOOK MTL1577 C53QHD0A,63200 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,AMD Ryzen 7 ,8 ,5800U ,1.9 ГГц ,4.4 ГГц ,16 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,1 ,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,1700 г ,HIPER ,Матовое ,,2666 MHz ,,,,стереодинамики ,,Есть ,,,2 ,,,,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
26,Ноутбук Huawei MateBook B5-430(KLVDZ-WFE9) 53013FCQ,124900 руб.,1 год ,14 дюйм ,2160x1440 ,,TFT IPS ,Intel Core i7 ,4 ,1165G7 ,2.8 ГГц ,4.7 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,,,,Windows 10 Pro 64-bit ,,,,Есть ,,Серый ,,1490 г ,Huawei ,,,,,,,стереодинамики ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Ноутбук MSI Modern 14 C5M-010XRU 9S7-14JK12-010,45500 руб.,,14 дюйм ,1920x1080 FHD ,,TFT IPS ,AMD Ryzen 5 ,6 ,5625U ,2.3 ГГц ,4.3 ГГц ,,Встроенная ,AMD Radeon Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Черный ,,1400 г ,MSI ,Матовое ,,3200 MHz ,,,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,ШхГхВ  319.9 х 22.3 х 19.35 мм ,Нет ,1 ,16 Gb ,,3 cell ,,Русский ,,2 ,,,"есть ,Micro SD ",,1 ,,,,,,,,,,,,,,,,,,
28,Ноутбук ASUS X415JF-EK155T 90NB0SV3-M01950,34900 руб.,,14 дюйм ,1920x1080 FHD ,,TFT TN ,Intel Pentium ,2 ,6805 ,1.1 ГГц ,3 ГГц ,,Дискретная ,NVIDIA GeForce MX130 ,DDR4 ,4 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,1 ,,Есть ,,,Windows 10 Home 64-bit ,,,,Есть ,,,,,ASUS ,,,,,,,,,,,Нет ,1 ,,,,,,,1 ,,,,,,,2 Gb ,,,,,,,,,,,,,,,,
29,Ноутбук Lenovo IdeaPad 3 15ITL6 82H800LNRK,38269 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i3 ,,1115G4 ,3 ГГц ,4.1 ГГц ,6 Mb ,,Intel UHD Graphics ,DDR4 SODIMM ,4 Gb ,HDD ,,,,Есть ,Есть ,,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,1650 г ,Lenovo ,,,3200 MHz ,,1 ,,"Стереодинамики, 1,5 Вт x2, Dolby Audio ",,,"Размеры (ШхГхВ)	35.92x23.65x1.99 cм (14,14x9,31x0,78 дюйма) ",,1 ,12 Gb ,,,,,,1 ,,3800 mAh ,4 в 1 ,,,,,8.5 ч ,,,1000 ГБ ,,,,,,,,,,,,
30,Ноутбук Lenovo IdeaPad Gaming 3 16IAH7 82SA0087RK,112890 руб.,1 год ,16 дюйм ,1920х1200 ,165 Гц ,TFT IPS ,Intel Core i5 ,8 ,12450H ,2 ГГц ,4.4 ГГц ,12 Mb ,Дискретная ,NVIDIA GeForce RTX 3050 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,1 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",1x Разъем питания ,no OS (без операционной системы) ,,2 x 2 Вт ,,Есть ,170 Вт ,Onyx Grey ,,2600 г ,Lenovo ,,Intel® SoC Platform ,3200 MHz ,Gigabit Ethernet 10/100/1000 ,1 ,,стереодинамики ,Встроенный массив микрофонов ,,"Ш х Г х В  36,0 х 27,8 х 21 ",Нет ,,,,,2 ,Русский ,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
31,Ноутбук Lenovo ThinkBook 15-ABA 21DL0005RU,98735 руб.,1 год ,15 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,AMD Ryzen 5 ,6 ,5625U ,2.3 ГГц ,4.3 ГГц ,16 Mb ,Встроенная ,AMD Radeon Vega 7 ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,Есть ,Есть ,,Серый ,ThinkPad ,1700 г ,Lenovo ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,2 ,,,,Есть ,Размеры корпуса:	35.7 x 23.5 x 1.9 см ,,2 ,,Есть ,,1 ,,,,DisplayPort ,,SD/SDHC/SDXC/MMC ,,,,,,,,,,,,,,,,,,,,
32,Ноутбук ASUS TUF FX507ZE-HN067 90NR09M1-M004X0,108000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i7 ,14 ,12700H ,2.3 ГГц ,,,Дискретная ,NVIDIA GeForce RTX 3050 Ti ,DDR4 ,,SSD ,1000 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,2200 г ,ASUS ,Матовое ,,4800 MHz ,Gigabit Ethernet 10/100/1000 ,2 ,,,Встроенный аналоговый микрофон ,Есть ,,Нет ,1 ,,,,16 ,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
33,Ноутбук Lenovo IdeaPad 5 15IAL7 82SF001VRK,104020 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Ноутбук ASUS TUF Dash F15 FX517ZC-HN044 90NR09L1-M001N0,97792 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i5 ,8 ,12450H ,2 ГГц ,4.4 ГГц ,12 Mb ,Дискретная ,NVIDIA GeForce RTX 3050 ,DDR5 ,8 Gb ,SSD ,512 ГБ ,,PCI-E ,Есть ,Есть ,,1 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,Dolby Atmos ,,,Есть ,,Moonlight White ,,2000 г ,ASUS ,Антибликовое ,,4800 MHz ,Gigabit Ethernet 10/100/1000 ,2 ,,,,Есть ,,,1 ,32 Gb ,,Li-Ion ,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
35,Ноутбук Lenovo Thinkbook 15 G3 ACL 21A4003ERU,62230 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,AMD Ryzen 5 ,6 ,5500U ,2.1 ГГц ,4 ГГц ,8 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Серый ,,3200 г ,Lenovo ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,стереодинамики ,Встроенный массив микрофонов ,Есть ,ДхШхВ	0.5x0.075x0.31 ,,2 ,,Есть ,Li-Pol ,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Ноутбук ASUS M1403QA-LY110 90NB0Y11-M006W0,61593 руб.,1 год ,14 дюйм ,1920х1200 ,60 Гц ,TFT IPS ,AMD Ryzen 5 ,6 ,5600H ,3.3 ГГц ,4.2 ГГц ,,,AMD Radeon Vega 7 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,,,,DOS / без ОС ,,,,Есть ,,Transparent Silver ,,1600 г ,ASUS ,Матовое ,,3200 MHz ,,,,,,,,Нет ,,,Есть ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Ноутбук Razer Blade 15 RZ09-0421NEG3-R3E1,282000 руб.,1 год ,15.6 дюйм ,2560x1440 2k WQHD ,240 Гц ,OLED ,Intel Core i9 ,14 ,12900Н ,1.8 ГГц ,5 ГГц ,24 Mb ,Встроенная ,NVIDIA GeForce RTX 3070 Ti ,,16 Gb ,SSD ,1024 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,1 ,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,Черный ,,2020 г ,Razer ,,,,,2 ,,,,,,Нет ,,,,,,,,,,,,,,,8 Gb ,,,,,,,,,,,,,,,,
38,Ноутбук Lenovo ThinkPad Yoga L13 gen2 21AD003FRT,150650 руб.,,13.3 дюйм ,1920x1080 FHD ,,TFT IPS ,AMD Ryzen 5 PRO ,6 ,5650U ,2.3 ГГц ,,16 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,,,,Windows 10 Pro 64-bit ,,,,,,,,,Lenovo ,,,3200 MHz ,,,,,,,,,,,,,,,,,,,,,,Multi-touch ,,,,,,,,,,,,,,,,,
39,Ноутбук Lenovo ThinkBook 15 G2 ITL 20VE0052RU,89590 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,WVA ,Intel Core i7 ,4 ,1165G7 ,2.8 ГГц ,4.7 ГГц ,,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,2 ,есть ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,,Lenovo ,1700 г ,Lenovo ,,,,,,,,,,,,2 ,,,,,,Thinkbook ,1 ,,,,,,,,,,,,,,,,,,,,,,,
40,Ноутбук ASUS VivoBook 15 OLED K513EA-L11950 90NB0SG1-M30650,59000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,OLED ,Intel Core i5 ,4 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,8 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,,вход микрофон/выход на наушники (Combo):1 ,no OS (без операционной системы) ,,,,Есть ,,Черный ,,1800 г ,ASUS ,Глянцевое ,,,,1 ,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,,Привода нет ,1 ,,,3-Cell Li-Ion ,,,,2 ,,4200 mAh ,,,,,,,,,,,,,,,,,,,,,
41,Ноутбук ASUS TUF FX506LH-HN277 90NR03U2-M08550,81974 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,8 ,10300H ,2.5 ГГц ,4.5 ГГц ,8 Mb ,Дискретная ,NVIDIA GeForce GTX 1650 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,,,,DOS / без ОС ,,,,Есть ,,Черный ,,2300 г ,ASUS ,,,2933 MHz ,,,,стереодинамики ,,,,,,,,,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
42,Ноутбук Apple Apple MacBook Pro MK1F3B/A,259000 руб.,,16.2 дюйм ,3456х2234 ,120 Гц ,,Apple M1 Pro ,10 ,,,,,,,,,SSD ,1024 ГБ ,,,Есть ,Есть ,,3 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,MAC OS ,,2 x 2 Вт ,,Есть ,,Silver (Серебристый) ,,2150 г ,Apple ,Глянцевое ,Apple SoC ,,,,,,Встроенный аналоговый микрофон ,Есть ,,Нет ,,,Есть ,Li-Pol ,,,,,,,,,,,16 Gb ,до 14 ч ,,,,,,,,,,,,,,,
43,Ноутбук Acer EX215-52-37WL Extensa NX.EG8ER.015,39900 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Ноутбук Huawei 14"" 53013plu",44000 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i3 ,,,3 ГГц ,4.1 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,Серый ,,1400 г ,Huawei ,Матовое ,,,,,,стереодинамики ,,,,,,,,,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
45,Ноутбук Acer TravelMate P2 TMP215-53-36CS NX.VPVER.00B,60650 руб.,3 года ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,4.1 ГГц ,6 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,,,Windows 10 Pro 64-bit ,,,,Есть ,,Черный ,,,Acer ,,,,Gigabit Ethernet 10/100/1000 ,,,,,,,,1 ,,,,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,
46,Ноутбук Acer TravelMate P2 TMP214-41-G2-R0JA NX.VSAER.005,96920 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Ноутбук Irbis 15.6"" 15NBC1005",34000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,AMD Ryzen 3 ,2 ,3200U ,2.6 ГГц ,,4 Mb ,Встроенная ,AMD Radeon Vega 3 ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,,Есть ,,Черный ,,1650 г ,Irbis ,Матовое ,,3200 MHz ,,,,,,Есть ,,Нет ,1 ,,,,,,,,,5000 mAh ,Micro SD ,,,,,,,,,,,,,,,,,,,,
48,Ноутбук ASUS X515JA-BQ3021 90NB0SR2-M02PZ0,52180 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,4 ,1035G1 ,1 ГГц ,3.6 ГГц ,6 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,,,,DOS / без ОС ,,2 x 2 Вт ,Есть ,Есть ,,Transparent Silver ,,1800 г ,ASUS ,Матовое ,,3200 MHz ,,,,SonicMaster ,Встроенный аналоговый микрофон ,,,Нет ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Ноутбук Lenovo ThinkBook 15 G2 ITL 20VE00RGRU,70300 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,4 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,,Lenovo ,1700 г ,Lenovo ,,,,Gigabit Ethernet 10/100/1000 ,,,,,,,,2 ,,,,,,Thinkbook ,,,,,,,,,,,,,,,,,,,,,,,,
